Rk,Player,Handedness,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional,EligiblePositions,PositionFlexibility,IsP,IsC,Is1B,Is2B,Is3B,IsSS,IsLF,IsCF,IsRF,IsOF,IsDH,IsUT
,Team Totals,R,,,11.6,46,1810,1596,264,404,81,12,65,259,57,10,181,368,.253,.332,.441,.773,118,.349,120,704,20,14,5,14,5,,,-9999,"2B,3B",2,0,0,0,1,1,0,0,0,0,0,0,0
