Rk,Player,Handedness,Age,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999,EligiblePositions,PositionFlexibility,IsP,IsC,Is1B,Is2B,Is3B,IsSS,IsLF,IsCF,IsRF,IsOF,IsDH,IsUT
,Team Totals,R,,46,46,327,412.0,1632,1236,372,24,105,.985,6,2,20,3,3.90,3.98,2.61,3.27,2,9,23,5,17.9,0,,,-9999,,0,0,0,0,0,0,0,0,0,0,0,0,0
