Rk,Player,Handedness,Age,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999,EligiblePositions,PositionFlexibility,IsP,IsC,Is1B,Is2B,Is3B,IsSS,IsLF,IsCF,IsRF,IsOF,IsDH,IsUT
,Team Totals,R,,46,46,270,394.0,1590,1183,374,33,100,.979,-11,-4,-10,-4,3.95,3.95,2.34,3.33,1,14,42,13,23.6,3,,,-9999,,0,0,0,0,0,0,0,0,0,0,0,0,0
