Rk,Player,Handedness,Age,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional,EligiblePositions,PositionFlexibility,IsP,IsC,Is1B,Is2B,Is3B,IsSS,IsLF,IsCF,IsRF,IsOF,IsDH,IsUT
,Team Totals,R,,1810,42,4,3,11,1,60,6.0,60,120,11.6,.513,.504,10.5,1.2,109,,,-9999,,0,0,0,0,0,0,0,0,0,0,0,0,0
