Rk,Player,Handedness,Age,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional,EligiblePositions,PositionFlexibility,IsP,IsC,Is1B,Is2B,Is3B,IsSS,IsLF,IsCF,IsRF,IsOF,IsDH,IsUT
,Team Totals,R,,1662,-41,0,-1,-10,-1,-52,-5.5,57,4,0.1,.489,.497,1.2,-1.1,15,,,-9999,,0,0,0,0,0,0,0,0,0,0,0,0,0
