Rk,Player,Handedness,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional,EligiblePositions,PositionFlexibility,IsP,IsC,Is1B,Is2B,Is3B,IsSS,IsLF,IsCF,IsRF,IsOF,IsDH,IsUT
,Team Totals,R,,,3.1,27,19,.587,4.00,46,46,46,0,0,10,412.0,390,198,183,56,141,5,371,16,0,9,1747,102,4.21,1.289,8.5,1.2,3.1,8.1,2.63,,-9999,,0,0,0,0,0,0,0,0,0,0,0,0,0
